#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
edge_681_1955        -            125 Ribosom_S12_S23      PF00164.20   122   6.8e-57  188.3   1.7   1   1   1.9e-60   7.5e-57  188.2   1.7     2   122     3   123     2   123 0.99 # 2203949 # 2204323 # 1 # ID=2_1955;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.515
edge_141_1370        -            643 TIGR00344            TIGR00344    847    0.0061   12.6   0.0   1   1   6.8e-06    0.0092   12.0   0.0   555   679    71   202    42   211 0.76 # 1519660 # 1521588 # -1 # ID=1_1370;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.484
edge_681_2272        -            966 TIGR00422            TIGR00422    863         0 1277.2   0.0   1   1         0         0 1277.0   0.0     2   861    16   944    15   946 0.99 # 2514583 # 2517480 # -1 # ID=2_2272;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.516
edge_681_2370        -            939 TIGR00422            TIGR00422    863  1.1e-116  388.7   0.0   1   2   7.3e-40   5.9e-37  124.9   0.0     8   231    22   256    16   261 0.91 # 2647658 # 2650474 # 1 # ID=2_2370;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.511
edge_681_2370        -            939 TIGR00422            TIGR00422    863  1.1e-116  388.7   0.0   2   2   3.1e-81   2.5e-78  261.8   0.0   245   711   306   791   299   880 0.90 # 2647658 # 2650474 # 1 # ID=2_2370;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.511
edge_141_437         -            861 TIGR00422            TIGR00422    863   1.3e-82  275.9  10.5   1   6   1.6e-40   1.3e-37  127.1   0.9     1   187     1   171     1   173 0.93 # 466105 # 468687 # -1 # ID=1_437;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.514
edge_141_437         -            861 TIGR00422            TIGR00422    863   1.3e-82  275.9  10.5   2   6   1.2e-07   9.7e-05   18.3   0.8   342   396   174   225   169   231 0.93 # 466105 # 468687 # -1 # ID=1_437;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.514
edge_141_437         -            861 TIGR00422            TIGR00422    863   1.3e-82  275.9  10.5   3   6    0.0024         2    4.1   0.0   200   230   233   261   228   266 0.85 # 466105 # 468687 # -1 # ID=1_437;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.514
edge_141_437         -            861 TIGR00422            TIGR00422    863   1.3e-82  275.9  10.5   4   6   1.8e-13   1.4e-10   37.6   0.0   244   330   308   408   300   416 0.86 # 466105 # 468687 # -1 # ID=1_437;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.514
edge_141_437         -            861 TIGR00422            TIGR00422    863   1.3e-82  275.9  10.5   5   6   1.3e-06     0.001   14.9   0.0   397   458   416   497   410   510 0.60 # 466105 # 468687 # -1 # ID=1_437;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.514
edge_141_437         -            861 TIGR00422            TIGR00422    863   1.3e-82  275.9  10.5   6   6     9e-24   7.2e-21   71.7   0.0   525   722   618   798   610   812 0.82 # 466105 # 468687 # -1 # ID=1_437;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.514
edge_141_640         -            677 TIGR00422            TIGR00422    863   1.2e-17   61.0   3.0   1   3   7.3e-12   5.9e-09   32.3   0.1    37    90    10    63     2    95 0.83 # 697384 # 699414 # -1 # ID=1_640;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.478
edge_141_640         -            677 TIGR00422            TIGR00422    863   1.2e-17   61.0   3.0   2   3     0.021        17    1.0   0.1   385   414   213   244   187   261 0.82 # 697384 # 699414 # -1 # ID=1_640;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.478
edge_141_640         -            677 TIGR00422            TIGR00422    863   1.2e-17   61.0   3.0   3   3   3.2e-10   2.6e-07   26.8   0.1   512   700   319   507   271   546 0.70 # 697384 # 699414 # -1 # ID=1_640;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.478
edge_681_494         -            463 TIGR00422            TIGR00422    863   1.4e-08   31.0   0.0   1   2    0.0015       1.2    4.8   0.0    49    76    37    64    31    91 0.90 # 536798 # 538186 # -1 # ID=2_494;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.484
edge_681_494         -            463 TIGR00422            TIGR00422    863   1.4e-08   31.0   0.0   2   2   2.3e-09   1.9e-06   24.0   0.0   508   585   248   324   225   347 0.87 # 536798 # 538186 # -1 # ID=2_494;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.484
#
# Program:         hmmsearch
# Version:         3.2.1 (June 2018)
# Pipeline mode:   SEARCH
# Query file:      /tmp/0dfc4171-6abf-4a8a-8e5f-e4a6d1af7c16
# Target file:     output/bins/bin_104/genes.faa
# Option settings: hmmsearch --domtblout output/bins/bin_104/hmmer.tree.txt --noali --notextw -E 0.1 --domE 0.1 --cpu 1 /tmp/0dfc4171-6abf-4a8a-8e5f-e4a6d1af7c16 output/bins/bin_104/genes.faa 
# Current dir:     /checkm_docker
# Date:            Mon Mar 21 12:11:36 2022
# [ok]
