S7C1	S7C207059
S18C6	S18C49186
S18C6	S18C41792
S18C6	S18C26040
S18C6	S18C32879
S18C6	S18C11306
S18C6	S18C48699
S18C6	S18C51329
S18C6	S18C36425
S18C6	S18C80068
S18C6	S18C84306
S18C6	S18C8652
S18C6	S18C57410
S18C6	S18C55957
S18C6	S18C10372
S18C6	S18C54307
S18C6	S18C7197
S18C6	S18C18432
S18C6	S18C18031
S18C6	S18C52640
S18C6	S18C60347
S18C6	S18C81920
S18C6	S18C41944
S18C6	S18C29417
S18C6	S18C75661
S18C6	S18C4472
S18C6	S18C20463
S18C6	S18C67737
S18C6	S18C41861
S18C6	S18C37197
S18C6	S18C19807
S18C6	S18C85113
S18C6	S18C82042
S18C6	S18C38110
S18C6	S18C2879
S18C6	S18C42614
S18C6	S18C38894
S18C6	S18C42670
S18C6	S18C43266
S18C6	S18C2180
S18C6	S18C22338
S18C6	S18C50543
S18C6	S18C1342
S18C6	S18C4870
S18C6	S18C31256
S18C6	S18C68237
S18C6	S18C33394
S18C6	S18C3886
S18C6	S18C42571
S18C6	S18C59989
S18C6	S18C25597
S18C6	S18C43224
S18C6	S18C52715
S18C6	S18C28111
S18C6	S18C68808
S18C6	S18C42748
S18C6	S18C40123
S18C6	S18C76620
S18C6	S18C50130
S18C6	S18C77044
S18C6	S18C23830
S18C6	S18C34235
S18C6	S18C54630
S18C6	S18C16205
S18C6	S18C20315
S18C6	S18C77175
S18C6	S18C33663
S18C6	S18C55040
S18C6	S18C45297
S18C6	S18C48968
S18C6	S18C46334
S18C6	S18C34122
S18C6	S18C80377
S18C6	S18C76629
S18C6	S18C81736
S18C6	S18C79432
S18C6	S18C15745
S18C6	S18C44537
S18C6	S18C49328
S18C6	S18C62311
S18C6	S18C1067
S18C6	S18C55202
S18C6	S18C20096
S18C6	S18C25283
S18C6	S18C74831
S18C6	S18C13012
S18C6	S18C45047
S18C6	S18C24838
S18C6	S18C27051
S18C6	S18C19850
S18C6	S18C66619
S18C6	S18C55578
S18C6	S18C32036
S18C6	S18C36607
S18C6	S18C42055
S18C6	S18C18122
S18C6	S18C72431
S18C6	S18C53362
S18C6	S18C62053
S18C6	S18C86021
S18C6	S18C81558
S18C6	S18C57593
S18C6	S18C18835
S18C6	S18C13083
S18C6	S18C48011
S18C6	S18C69086
S18C6	S18C66363
S18C6	S18C29361
S18C6	S18C10197
S18C6	S18C19039
S18C6	S18C53624
S18C6	S18C75630
S18C6	S18C64731
S18C6	S18C49695
S18C6	S18C18455
S18C6	S18C49840
S18C6	S18C62927
S18C6	S18C45385
S18C6	S18C83247
S18C6	S18C26456
S18C6	S18C50520
S18C6	S18C51091
S18C6	S18C80706
S18C6	S18C11871
S18C6	S18C82393
S18C6	S18C29188
S18C6	S18C21291
S18C6	S18C82986
S18C6	S18C63428
S18C6	S18C80590
S18C6	S18C34421
S18C6	S18C51122
S18C6	S18C77649
S18C6	S18C46707
S18C6	S18C69887
S18C6	S18C14129
S18C6	S18C84696
S18C6	S18C40180
S18C6	S18C73964
S18C6	S18C18202
S18C6	S18C27153
S18C6	S18C54591
S18C6	S18C71581
S18C6	S18C34753
S18C6	S18C28178
S18C6	S18C82553
S18C6	S18C70728
S18C6	S18C58141
S18C6	S18C74911
S18C6	S18C73719
S18C6	S18C4208
S18C6	S18C52136
S18C6	S18C19786
S18C6	S18C7404
S18C6	S18C22557
S18C6	S18C21720
S18C6	S18C52102
S18C6	S18C57678
S18C6	S18C57039
S18C6	S18C24100
S18C6	S18C31887
S18C6	S18C51845
S18C6	S18C47648
S18C6	S18C67325
S18C6	S18C1425
S18C6	S18C45754
S18C6	S18C73998
S18C6	S18C1627
S18C6	S18C29023
S18C6	S18C52853
S18C6	S18C1021
S18C6	S18C46891
S18C6	S18C51536
S18C6	S18C75927
S18C6	S18C56029
S18C6	S18C21902
S18C6	S18C7996
S18C6	S18C65409
S18C6	S18C8649
S18C6	S18C73899
S18C6	S18C55871
S18C6	S18C9454
S18C6	S18C20272
S18C6	S18C50577
S18C6	S18C26873
S18C6	S18C5257
S18C6	S18C73338
S18C6	S18C36780
S18C6	S18C6
S18C6	S18C16572
S18C6	S18C39353
S18C6	S18C51227
S18C6	S18C14438
S18C6	S18C25131
S18C6	S18C28709
S18C6	S18C6229
S18C6	S18C67331
S18C6	S18C65367
S18C6	S18C30681
S18C6	S18C38996
S18C6	S18C51428
S18C6	S18C4114
S18C6	S18C51022
S18C6	S18C38109
S18C6	S18C45011
S18C6	S18C39610
S18C6	S18C51932
S18C6	S18C31708
S18C6	S18C56237
S18C6	S18C44649
S18C6	S18C34552
S18C6	S18C21145
S18C6	S18C60649
S18C6	S18C84384
S18C6	S18C51119
S18C6	S18C83569
S18C6	S18C52274
S18C6	S18C70815
S18C6	S18C18416
S18C6	S18C25994
S18C6	S18C36682
S18C6	S18C70406
S18C6	S18C70286
S18C6	S18C25474
S18C6	S18C25513
S18C6	S18C5962
S18C6	S18C49934
S18C6	S18C19099
S18C6	S18C55808
S18C6	S18C64018
S18C6	S18C76341
S18C6	S18C80186
S18C6	S18C68874
S18C6	S18C66
S18C6	S18C85330
S18C6	S18C62233
S18C6	S18C5242
S18C6	S18C44908
S18C6	S18C61948
S18C6	S18C26604
S18C6	S18C13799
S18C6	S18C68192
S18C6	S18C9261
S18C6	S18C9118
S18C6	S18C25769
S18C6	S18C80917
S18C6	S18C82806
S18C6	S18C40130
S18C6	S18C48018
S18C6	S18C17542
S18C6	S18C75634
S18C6	S18C1076
S18C6	S18C16352
S18C6	S18C33344
S18C6	S18C61066
S18C6	S18C79507
S18C6	S18C34499
S18C6	S18C9276
S18C6	S18C27199
S18C6	S18C72626
S18C6	S18C72901
S18C6	S18C19658
S18C6	S18C50687
S18C6	S18C76270
S18C6	S18C29368
S18C6	S18C18278
S18C6	S18C49913
S18C6	S18C44945
S18C6	S18C71870
S18C6	S18C46162
S18C6	S18C79304
S18C6	S18C78805
S18C6	S18C69603
S18C6	S18C67679
S18C6	S18C43967
S18C6	S18C18010
S18C6	S18C69409
S18C6	S18C60513
S18C6	S18C27369
S18C6	S18C40850
S18C6	S18C4783
S18C6	S18C77178
S18C6	S18C60576
S18C6	S18C19979
S18C6	S18C16716
S18C6	S18C75214
S18C6	S18C25896
S18C6	S18C68971
S18C6	S18C20120
S18C6	S18C4901
S18C6	S18C9089
S18C6	S18C41630
S18C6	S18C80574
S18C6	S18C26493
S18C6	S18C84958
S18C6	S18C44892
S18C6	S18C35414
S18C6	S18C58925
S18C6	S18C52454
S18C6	S18C2486
S18C6	S18C22878
S18C6	S18C38224
S18C6	S18C82876
S18C6	S18C77752
S18C6	S18C4939
S18C6	S18C22757
S18C6	S18C61847
S18C6	S18C20857
S18C6	S18C37227
S18C6	S18C49111
S18C6	S18C64630
S18C6	S18C85845
S18C6	S18C22478
S18C6	S18C42296
S18C6	S18C72705
S18C6	S18C20834
S18C6	S18C16275
S18C6	S18C9417
S18C6	S18C25392
S18C6	S18C10275
S18C6	S18C52579
S18C6	S18C59872
S18C6	S18C15331
S18C6	S18C4308
S18C6	S18C28882
S18C6	S18C22298
S18C6	S18C66661
S18C6	S18C67809
S18C6	S18C58454
S18C6	S18C19291
S18C6	S18C84701
S18C6	S18C42367
S18C6	S18C787
S18C6	S18C50180
S18C6	S18C45260
S18C6	S18C81214
S18C6	S18C83982
S18C6	S18C30242
S18C6	S18C6250
S18C6	S18C83412
S18C6	S18C14563
S18C6	S18C34875
S18C6	S18C26203
S18C6	S18C76531
S18C6	S18C16617
S18C6	S18C60821
S18C6	S18C12667
S18C6	S18C44957
S18C6	S18C83923
S18C6	S18C65814
S18C6	S18C77866
S18C6	S18C65110
S16C6	S16C389638
S16C6	S16C558265
S16C6	S16C533019
S16C6	S16C476064
S16C6	S16C192958
S14C7	S14C129382
S16C8	S16C842788
S16C9	S16C368516
S19C10	S19C85872
S19C11	S19C441563
S13C12	S13C49500
S8C13	S8C75740
S18C14	S18C49155
S19C15	S19C318169
S7C16	S7C114659
S8C17	S8C213297
S18C18	S18C14837
S19C19	S19C176019
S14C20	S14C160846
S18C21	S18C17477
S18C22	S18C63430
S17C23	S17C69162
S16C24	S16C619280
S19C25	S19C41839
S13C26	S13C34612
S19C27	S19C331237
S19C27	S19C524658
S19C27	S19C6118
S19C27	S19C401569
S19C27	S19C314534
S19C27	S19C487746
S19C27	S19C503128
S19C27	S19C138672
S19C27	S19C670191
S19C27	S19C367608
S19C27	S19C423021
S19C27	S19C631426
S19C27	S19C158464
S19C27	S19C244129
S19C27	S19C30881
S19C27	S19C60778
S19C27	S19C6525
S19C27	S19C614732
S19C27	S19C157262
S19C27	S19C667088
S19C27	S19C614221
S19C27	S19C489866
S19C27	S19C624000
S19C27	S19C487105
S19C27	S19C151719
S19C27	S19C451145
S19C27	S19C370144
S19C27	S19C530531
S19C27	S19C278491
S19C27	S19C182229
S19C27	S19C426073
S19C27	S19C562997
S19C27	S19C42197
S19C27	S19C250291
S19C27	S19C134136
S19C27	S19C102411
S19C27	S19C14224
S19C27	S19C294829
S19C27	S19C134067
S19C27	S19C353773
S19C27	S19C597907
S19C27	S19C437481
S19C27	S19C322424
S19C27	S19C504205
S19C27	S19C122890
S19C27	S19C101208
S19C27	S19C454123
S19C27	S19C31223
S19C27	S19C425281
S19C27	S19C30985
S19C27	S19C536270
S19C27	S19C429371
S19C27	S19C278520
S19C27	S19C236473
S19C27	S19C602371
S19C27	S19C32745
S19C27	S19C172444
S19C27	S19C223672
S19C27	S19C86583
S19C27	S19C154663
S19C27	S19C519158
S19C27	S19C164760
S19C27	S19C540114
S19C27	S19C494558
S19C27	S19C617593
S19C27	S19C675637
S19C27	S19C47727
S19C27	S19C602204
S19C27	S19C177652
S19C27	S19C469549
S19C27	S19C371866
S19C27	S19C648608
S19C27	S19C442880
S19C27	S19C438165
S19C27	S19C489553
S19C27	S19C347995
S19C27	S19C286632
S19C27	S19C553611
S19C27	S19C137185
S19C27	S19C590396
S19C27	S19C480938
S19C27	S19C321451
S19C27	S19C586567
S19C27	S19C105669
S19C27	S19C360449
S19C27	S19C221753
S19C27	S19C198289
S19C27	S19C451464
S19C27	S19C361149
S19C27	S19C244020
S19C27	S19C318567
S19C27	S19C496328
S19C27	S19C445580
S19C27	S19C639447
S19C27	S19C248713
S19C27	S19C427909
S19C27	S19C617714
S19C27	S19C129788
S19C27	S19C52331
S19C27	S19C542025
S19C27	S19C154459
S19C27	S19C583918
S19C27	S19C23850
S19C27	S19C148444
S19C27	S19C434591
S19C27	S19C494156
S19C27	S19C27866
S19C27	S19C498037
S19C27	S19C499170
S19C27	S19C516528
S19C27	S19C231574
S19C27	S19C108701
S19C27	S19C584309
S19C27	S19C47058
S19C27	S19C332213
S19C27	S19C71408
S19C27	S19C112068
S19C27	S19C273214
S19C27	S19C402345
S19C27	S19C452713
S19C27	S19C88002
S19C27	S19C505219
S19C27	S19C654862
S19C27	S19C294019
S19C27	S19C465845
S19C27	S19C257457
S19C27	S19C481546
S19C27	S19C340412
S19C27	S19C518380
S19C27	S19C540572
S19C27	S19C471900
S19C27	S19C100985
S19C27	S19C253058
S19C27	S19C85904
S19C27	S19C542374
S19C27	S19C177224
S19C27	S19C592642
S19C27	S19C674834
S19C27	S19C221508
S19C27	S19C245767
S19C27	S19C38421
S19C27	S19C554303
S19C27	S19C294931
S19C27	S19C612464
S19C27	S19C237525
S19C27	S19C581720
S19C27	S19C638305
S19C27	S19C116633
S19C27	S19C538506
S19C27	S19C21659
S19C27	S19C537672
S19C27	S19C673652
S19C27	S19C102382
S19C27	S19C366244
S19C27	S19C494962
S19C27	S19C589848
S19C27	S19C635814
S19C27	S19C475564
S19C27	S19C302318
S19C27	S19C409399
S19C27	S19C603695
S19C27	S19C194537
S19C27	S19C602127
S19C27	S19C44994
S19C27	S19C294294
S19C27	S19C239410
S19C27	S19C512097
S19C27	S19C204623
S19C27	S19C546676
S19C27	S19C645399
S19C27	S19C642089
S19C27	S19C536515
S19C27	S19C257330
S19C27	S19C44057
S19C27	S19C112235
S19C27	S19C6195
S19C27	S19C466739
S19C27	S19C612032
S19C27	S19C552641
S19C27	S19C638215
S19C27	S19C448444
S19C27	S19C391759
S19C27	S19C490623
S19C27	S19C89157
S19C27	S19C348104
S19C27	S19C343421
S19C27	S19C4732
S19C27	S19C273762
S19C27	S19C409906
S19C27	S19C188041
S19C27	S19C511616
S19C27	S19C411365
S19C27	S19C540496
S19C27	S19C230486
S19C27	S19C209771
S19C27	S19C485524
S19C27	S19C187582
S19C27	S19C272781
S19C27	S19C204772
S19C27	S19C644165
S19C27	S19C50554
S19C27	S19C261051
S19C27	S19C279579
S19C27	S19C520726
S19C27	S19C431659
S19C27	S19C6309
S19C27	S19C63862
S19C27	S19C494994
S19C27	S19C540722
S19C27	S19C450809
S19C27	S19C162125
S19C27	S19C589534
S19C27	S19C616624
S19C27	S19C529458
S19C27	S19C617120
S19C27	S19C523810
S19C27	S19C242732
S19C27	S19C383866
S19C27	S19C267523
S19C27	S19C14028
S19C27	S19C267251
S19C27	S19C636056
S19C27	S19C127724
S19C27	S19C679152
S19C27	S19C588302
S19C27	S19C633976
S19C27	S19C196527
S19C27	S19C594359
S19C27	S19C280916
S19C27	S19C605414
S19C27	S19C566280
S19C27	S19C39785
S19C27	S19C231859
S19C27	S19C508975
S19C27	S19C678151
S19C27	S19C461467
S19C27	S19C488302
S19C27	S19C558721
S19C27	S19C184499
S7C27	S7C264744
S7C27	S7C237224
S7C27	S7C101855
S7C27	S7C229852
S7C27	S7C250617
S7C27	S7C290258
S7C27	S7C57694
S7C27	S7C48618
S7C27	S7C202074
S7C27	S7C256911
S7C27	S7C94903
S7C27	S7C154678
S7C27	S7C106004
S7C27	S7C114013
S7C27	S7C35962
S7C27	S7C150019
S7C27	S7C4200
S7C27	S7C172023
S7C27	S7C80046
S7C27	S7C265633
S7C27	S7C121810
S7C27	S7C313221
S7C27	S7C189072
S7C27	S7C127291
S7C27	S7C181021
S7C27	S7C81932
S7C27	S7C249202
S7C27	S7C322685
S7C27	S7C175273
S7C27	S7C147219
S7C27	S7C233919
S7C27	S7C119587
S7C27	S7C166131
