S7C1	S7C106127
S18C2	S18C338
S18C2	S18C2249
S18C2	S18C76021
S18C2	S18C57915
S18C2	S18C18565
S18C2	S18C57106
S18C2	S18C57082
S18C2	S18C74394
S18C2	S18C82276
S18C2	S18C64284
S18C2	S18C8334
S18C2	S18C3084
S18C2	S18C48680
S18C2	S18C25841
S18C2	S18C59902
S18C2	S18C35240
S18C2	S18C58282
S18C2	S18C9962
S18C2	S18C21323
S18C2	S18C50750
S18C2	S18C25981
S18C2	S18C30612
S18C2	S18C26238
S18C2	S18C8171
S18C2	S18C9282
S18C2	S18C5892
S18C2	S18C29470
S18C2	S18C36839
S18C2	S18C10962
S18C2	S18C71083
S18C2	S18C74906
S18C2	S18C44365
S18C2	S18C69922
S18C2	S18C47726
S18C2	S18C70599
S18C2	S18C19070
S18C2	S18C8531
S18C2	S18C60237
S18C2	S18C31890
S18C2	S18C14134
S18C2	S18C34832
S18C2	S18C25883
S18C2	S18C81932
S18C2	S18C18254
S18C2	S18C59143
S18C2	S18C63851
S18C2	S18C11665
S18C2	S18C32941
S18C2	S18C3035
S18C2	S18C85765
S18C2	S18C29442
S18C2	S18C16073
S18C2	S18C57993
S18C2	S18C26990
S18C2	S18C44473
S18C2	S18C60517
S18C2	S18C49973
S18C2	S18C12856
S18C2	S18C30130
S18C2	S18C2975
S18C2	S18C83038
S18C2	S18C60863
S18C2	S18C17124
S18C2	S18C36582
S18C2	S18C6007
S18C2	S18C64256
S18C2	S18C53360
S18C2	S18C48401
S18C2	S18C50550
S18C2	S18C69893
S18C2	S18C4220
S18C2	S18C6871
S18C2	S18C9005
S18C2	S18C52086
S18C2	S18C69152
S18C2	S18C36045
S18C2	S18C56507
S18C2	S18C59059
S18C2	S18C71722
S18C2	S18C34975
S18C2	S18C10648
S18C2	S18C65096
S18C2	S18C7418
S18C2	S18C70490
S18C2	S18C32289
S18C2	S18C36803
S18C2	S18C16582
S18C2	S18C37660
S18C2	S18C56240
S18C2	S18C40494
S18C2	S18C56102
S18C2	S18C43642
S18C2	S18C7106
S18C2	S18C13381
S18C2	S18C8129
S18C2	S18C63727
S18C2	S18C8564
S18C2	S18C19192
S18C2	S18C7218
S18C2	S18C79277
S18C2	S18C30394
S18C2	S18C62884
S18C2	S18C24318
S18C2	S18C53982
S18C2	S18C43638
S18C2	S18C45862
S18C2	S18C85938
S18C2	S18C38220
S18C2	S18C23053
S18C2	S18C6732
S18C2	S18C32528
S18C2	S18C22810
S18C2	S18C7030
S18C2	S18C70616
S18C2	S18C53095
S18C2	S18C54291
S18C2	S18C3931
S18C2	S18C29525
S18C2	S18C9040
S18C2	S18C43088
S18C2	S18C55980
S18C2	S18C39093
S18C2	S18C74740
S18C2	S18C21659
S18C2	S18C72708
S18C2	S18C69284
S18C2	S18C24202
S18C2	S18C35726
S18C2	S18C17884
S18C2	S18C33426
S18C2	S18C67999
S18C2	S18C60319
S18C2	S18C12100
S18C2	S18C80407
S18C2	S18C19394
S18C2	S18C3344
S18C2	S18C18365
S18C2	S18C48085
S18C2	S18C51611
S18C2	S18C42283
S18C2	S18C30447
S18C2	S18C56301
S18C2	S18C67542
S18C2	S18C71105
S18C2	S18C21797
S18C2	S18C36765
S18C2	S18C59004
S18C2	S18C37492
S18C2	S18C80737
S18C2	S18C38984
S18C2	S18C38907
S18C2	S18C61659
S18C2	S18C61202
S18C2	S18C27793
S18C2	S18C43764
S18C2	S18C33066
S18C2	S18C17163
S18C2	S18C39584
S18C2	S18C51836
S18C2	S18C11125
S18C2	S18C30484
S18C2	S18C10618
S18C2	S18C45461
S18C2	S18C6253
S18C2	S18C39037
S18C2	S18C16421
S18C2	S18C64931
S18C2	S18C28393
S18C2	S18C2460
S18C2	S18C1796
S18C2	S18C19066
S18C2	S18C24118
S18C2	S18C78908
S18C2	S18C58848
S18C2	S18C24160
S18C2	S18C50874
S18C2	S18C64714
S18C2	S18C9781
S18C2	S18C40691
S18C2	S18C34182
S18C2	S18C35744
S18C2	S18C50794
S18C2	S18C14147
S18C2	S18C29615
S18C2	S18C64461
S18C2	S18C66089
S18C2	S18C30585
S18C2	S18C40710
S18C2	S18C69006
S18C2	S18C42070
S18C2	S18C44872
S18C2	S18C5010
S18C2	S18C76060
S18C2	S18C64071
S18C2	S18C23683
S18C2	S18C61844
S18C2	S18C9315
S18C2	S18C44368
S18C2	S18C48877
S18C2	S18C53443
S18C2	S18C13084
S18C2	S18C53838
S18C2	S18C80536
S18C2	S18C8278
S18C2	S18C5631
S18C2	S18C29066
S18C2	S18C63784
S18C2	S18C35911
S18C2	S18C45564
S18C2	S18C45499
S18C2	S18C33931
S18C2	S18C62922
S18C2	S18C33745
S18C2	S18C25667
S18C2	S18C21177
S18C2	S18C33407
S18C2	S18C69281
S18C2	S18C45032
S18C2	S18C40401
S18C2	S18C47915
S18C2	S18C31929
S18C2	S18C12070
S18C2	S18C67300
S18C2	S18C75392
S18C2	S18C53113
S18C2	S18C75261
S18C2	S18C60088
S18C2	S18C33476
S18C2	S18C58716
S18C2	S18C84151
S18C2	S18C84860
S18C2	S18C64776
S18C2	S18C19938
S18C2	S18C53553
S18C2	S18C46169
S18C2	S18C57103
S18C2	S18C13110
S18C2	S18C60245
S18C2	S18C18810
S18C2	S18C63752
S18C2	S18C40546
S18C2	S18C61034
S18C2	S18C79553
S18C2	S18C78814
S18C2	S18C34036
S18C2	S18C6171
S18C2	S18C77960
S18C2	S18C75116
S18C2	S18C39290
S18C2	S18C23835
S18C2	S18C35007
S18C2	S18C13277
S18C2	S18C34491
S18C2	S18C30936
S18C2	S18C23798
S18C2	S18C59243
S18C2	S18C3434
S18C2	S18C80588
S18C2	S18C20894
S18C2	S18C62153
S18C2	S18C52397
S18C2	S18C41859
S18C2	S18C57170
S18C2	S18C44926
S18C2	S18C67110
S18C2	S18C71400
S18C2	S18C16786
S18C2	S18C45998
S18C2	S18C44401
S18C2	S18C81030
S18C2	S18C29636
S18C2	S18C41513
S18C2	S18C55759
S18C2	S18C84828
S18C2	S18C86196
S18C2	S18C56534
S18C2	S18C60047
S18C2	S18C70913
S18C2	S18C14913
S18C2	S18C62931
S18C2	S18C42318
S18C2	S18C53097
S18C2	S18C35834
S18C2	S18C65840
S18C2	S18C21252
S18C2	S18C55176
S18C2	S18C86272
S18C2	S18C8675
S18C2	S18C8813
S18C2	S18C29284
S18C2	S18C44773
S18C2	S18C19763
S18C2	S18C74335
S18C2	S18C7109
S18C2	S18C46866
S18C2	S18C25566
S18C2	S18C71947
S18C2	S18C70580
S18C2	S18C46087
S18C2	S18C53124
S18C2	S18C61313
S18C2	S18C81921
S18C2	S18C72818
S18C2	S18C81999
S18C2	S18C84145
S18C2	S18C23372
S18C2	S18C72367
S18C2	S18C22602
S18C2	S18C53320
S18C2	S18C29595
S18C2	S18C13992
S18C2	S18C29024
S18C2	S18C61866
S18C2	S18C39389
S18C2	S18C37971
S18C2	S18C63397
S18C2	S18C38439
S18C2	S18C60423
S18C2	S18C47563
S18C2	S18C51151
S18C2	S18C52440
S18C2	S18C31159
S18C2	S18C23420
S18C2	S18C43759
S18C2	S18C56685
S18C2	S18C6911
S18C2	S18C44850
S18C2	S18C49736
S18C2	S18C64043
S18C2	S18C14673
S18C2	S18C64989
S18C2	S18C14860
S18C2	S18C68043
S18C2	S18C32340
S18C2	S18C13090
S18C2	S18C58137
S18C2	S18C47644
S18C2	S18C65791
S18C2	S18C4930
S18C2	S18C56679
S18C2	S18C73606
S18C2	S18C61151
S18C2	S18C48127
S18C2	S18C77547
S18C2	S18C11611
S18C2	S18C62171
S18C2	S18C54
S18C2	S18C31796
S18C2	S18C26338
S18C2	S18C44833
S18C2	S18C38962
S18C2	S18C250
S18C2	S18C55610
S18C2	S18C28578
S18C2	S18C73022
S18C2	S18C80299
S18C2	S18C69878
S18C2	S18C76182
S18C2	S18C86067
S18C2	S18C24389
S18C2	S18C15072
S18C2	S18C1312
S18C2	S18C31625
S18C2	S18C4702
S18C2	S18C3627
S18C2	S18C52542
S18C2	S18C74875
S18C2	S18C30497
S18C2	S18C9301
S18C2	S18C45408
S18C2	S18C84245
S18C2	S18C69582
S18C2	S18C5705
S18C2	S18C31150
S18C2	S18C60271
S18C2	S18C30071
S18C2	S18C18584
S18C2	S18C6388
S18C2	S18C60071
S18C2	S18C42569
S18C2	S18C65543
S18C2	S18C72945
S18C2	S18C72045
S18C2	S18C79938
S18C2	S18C36865
S18C2	S18C41925
S18C2	S18C51699
S18C2	S18C49085
S18C2	S18C35792
S18C2	S18C55096
S18C2	S18C64911
S18C2	S18C20845
S18C2	S18C70528
S18C2	S18C36825
S18C2	S18C30183
S18C2	S18C67476
S18C2	S18C64339
S18C2	S18C76094
S18C2	S18C84500
S18C2	S18C82340
S18C2	S18C14039
S18C2	S18C31221
S18C2	S18C4006
S18C2	S18C12664
S18C2	S18C3541
S18C2	S18C28085
S18C2	S18C72442
S18C2	S18C78999
S18C2	S18C70572
S18C2	S18C16704
S18C2	S18C36367
S18C2	S18C53136
S18C2	S18C26916
S18C2	S18C63664
S18C2	S18C22946
S18C2	S18C12103
S18C2	S18C15245
S18C2	S18C56073
S18C2	S18C66009
S18C2	S18C55944
S18C2	S18C53508
S18C2	S18C12786
S18C2	S18C40412
S18C2	S18C9738
S18C2	S18C66768
S18C2	S18C42926
S18C2	S18C83163
S18C2	S18C871
S18C2	S18C46641
S18C2	S18C82631
S18C2	S18C57721
S18C2	S18C20170
S18C2	S18C15247
S18C2	S18C24780
S18C2	S18C45674
S18C2	S18C83241
S18C2	S18C1485
S18C2	S18C43086
S18C2	S18C42066
S18C2	S18C15314
S18C2	S18C54391
S18C2	S18C63689
S18C2	S18C21645
S18C2	S18C77269
S18C2	S18C43399
S18C2	S18C10899
S18C2	S18C26032
S18C2	S18C73626
S18C2	S18C13651
S18C2	S18C1897
S18C2	S18C42370
S18C2	S18C75432
S18C2	S18C65537
S18C2	S18C11238
S18C2	S18C15770
S18C2	S18C16954
S18C2	S18C9175
S18C2	S18C81889
S18C2	S18C75524
S18C2	S18C54640
S18C2	S18C71194
S18C2	S18C55639
S18C2	S18C365
S18C2	S18C11250
S18C2	S18C52858
S18C2	S18C71846
S18C2	S18C44812
S18C2	S18C60949
S18C2	S18C50937
S18C2	S18C70158
S18C2	S18C54294
S18C2	S18C64184
S18C2	S18C24756
S18C2	S18C61648
S18C2	S18C35619
S18C2	S18C79522
S18C2	S18C6824
S18C2	S18C12419
S18C2	S18C62209
S18C2	S18C3872
S18C2	S18C63669
S18C2	S18C17046
S18C2	S18C43483
S18C2	S18C20251
S18C2	S18C46033
S18C2	S18C83004
S18C2	S18C46443
S18C2	S18C3923
S18C2	S18C29988
S18C2	S18C46267
S18C2	S18C70315
S18C2	S18C22530
S18C2	S18C2582
S18C2	S18C8660
S18C2	S18C57604
S18C2	S18C10891
S18C2	S18C51533
S18C2	S18C58863
S18C2	S18C66602
S18C2	S18C68909
S18C2	S18C51436
S18C2	S18C37630
S18C2	S18C65887
S18C2	S18C13657
S18C2	S18C80245
S18C2	S18C82660
S18C2	S18C65217
S18C2	S18C49326
S18C2	S18C78102
S18C2	S18C53083
S18C2	S18C48920
S18C2	S18C64895
S18C2	S18C19354
S18C2	S18C66248
S18C2	S18C2507
S18C2	S18C12767
S18C2	S18C73613
S18C2	S18C63564
S18C2	S18C67167
S18C2	S18C44481
S18C2	S18C33288
S18C2	S18C31851
S18C2	S18C34205
S18C2	S18C57190
S18C2	S18C28997
S18C2	S18C46283
S18C2	S18C65478
S18C2	S18C68604
S18C2	S18C85217
S18C2	S18C12247
S18C2	S18C8574
S18C2	S18C8576
S18C2	S18C81685
S18C2	S18C70248
S18C2	S18C23594
S18C2	S18C78377
S18C2	S18C6584
S18C2	S18C48410
S18C2	S18C84053
S18C2	S18C57205
S18C2	S18C27962
S18C2	S18C10628
S18C2	S18C76209
S18C2	S18C35393
S18C2	S18C34629
S18C2	S18C17555
S18C2	S18C47337
S18C2	S18C29289
S18C2	S18C60621
S18C2	S18C8714
S18C2	S18C11944
S18C2	S18C71507
S18C2	S18C38173
S18C2	S18C53224
S18C2	S18C3356
S18C2	S18C62418
S18C2	S18C36266
S18C2	S18C32354
S18C2	S18C42234
S18C2	S18C63079
S18C2	S18C84090
S18C2	S18C60904
S18C2	S18C53667
S18C2	S18C48502
S18C2	S18C12493
S18C2	S18C37528
S18C2	S18C31195
S18C2	S18C36448
S18C2	S18C20741
S18C2	S18C36134
S18C2	S18C63369
S18C2	S18C24699
S18C2	S18C55742
S18C2	S18C39427
S18C2	S18C52816
S18C2	S18C68449
S18C2	S18C6004
S18C2	S18C38902
S18C2	S18C51063
S18C2	S18C65479
S18C2	S18C129
S18C2	S18C23703
S18C2	S18C22673
S18C2	S18C86059
S18C2	S18C60018
S18C2	S18C4241
S18C2	S18C34197
S18C2	S18C41679
S18C2	S18C84178
S18C2	S18C10091
S18C2	S18C64970
S18C2	S18C37708
S18C2	S18C42403
S18C2	S18C65307
S18C2	S18C29584
S18C2	S18C21072
S18C2	S18C50284
S18C2	S18C12570
S18C2	S18C31716
S18C2	S18C44479
S18C2	S18C27029
S18C2	S18C26111
S18C2	S18C36881
S18C2	S18C51897
S18C2	S18C18534
S18C2	S18C2467
S18C2	S18C26306
S18C2	S18C43655
S18C2	S18C54335
S18C2	S18C48457
S18C2	S18C70529
S18C2	S18C30949
S18C2	S18C23677
S18C2	S18C18049
S18C2	S18C14994
S18C2	S18C62278
S18C2	S18C1703
S18C2	S18C59502
S18C2	S18C23796
S18C2	S18C40833
S18C2	S18C32609
S18C2	S18C75669
S18C2	S18C7905
S18C2	S18C29268
S18C2	S18C23638
S18C2	S18C83262
S18C2	S18C35899
S18C2	S18C27858
S18C2	S18C85494
S18C2	S18C40110
S18C2	S18C52297
S18C2	S18C7004
S18C2	S18C13976
S18C2	S18C30299
S18C2	S18C2152
S18C2	S18C23967
S18C2	S18C70475
S18C2	S18C23819
S18C2	S18C10119
S18C2	S18C23841
S18C2	S18C65696
S18C2	S18C46326
S18C2	S18C73533
S18C2	S18C61919
S18C2	S18C67231
S18C2	S18C13287
S18C2	S18C78303
S18C2	S18C12504
S18C2	S18C15665
S18C2	S18C53947
S18C2	S18C23938
S18C2	S18C28818
S18C2	S18C5660
S18C2	S18C57877
S18C2	S18C82041
S18C2	S18C42301
S18C2	S18C62244
S18C2	S18C3207
S18C2	S18C55217
S18C2	S18C51172
S18C2	S18C29309
S18C2	S18C71937
S18C2	S18C45309
S18C2	S18C54584
S18C2	S18C30621
S18C2	S18C58569
S18C2	S18C69084
S18C2	S18C5685
S18C2	S18C14120
S18C2	S18C75069
S18C2	S18C55701
S18C2	S18C19188
S18C2	S18C11148
S18C2	S18C56175
S18C2	S18C74126
S18C2	S18C22570
S18C2	S18C82339
S18C2	S18C12391
S18C2	S18C77809
S18C2	S18C18605
S18C2	S18C24080
S18C2	S18C55739
S18C2	S18C36942
S18C2	S18C85917
S18C2	S18C21613
S18C2	S18C29532
S18C2	S18C75779
S8C2	S8C179485
S8C3	S8C30906
S8C3	S8C58333
S8C3	S8C15841
S8C3	S8C108374
S8C3	S8C104404
S8C3	S8C172862
S8C3	S8C89521
S8C3	S8C122974
S8C3	S8C92735
S8C3	S8C94526
S8C3	S8C39628
S8C3	S8C224469
S8C3	S8C48977
S8C3	S8C8347
S8C3	S8C87953
S8C3	S8C221035
S8C3	S8C21571
S8C3	S8C180167
S8C3	S8C173655
S8C3	S8C92388
S8C3	S8C101068
S8C3	S8C213091
S8C3	S8C182454
S8C3	S8C168170
S8C3	S8C121027
S8C3	S8C140290
S8C3	S8C41223
S8C3	S8C21345
S8C3	S8C110607
S8C3	S8C134396
S8C3	S8C135876
S8C3	S8C36916
S8C3	S8C67442
S8C3	S8C35709
S8C3	S8C41701
S8C3	S8C111148
S8C3	S8C117152
S8C3	S8C160253
S8C3	S8C212530
S8C3	S8C48280
S8C3	S8C57835
S8C3	S8C34414
S8C3	S8C190664
S8C3	S8C185903
S8C3	S8C121570
S8C3	S8C65144
S8C3	S8C13104
S8C3	S8C164547
S8C3	S8C66857
S8C3	S8C117139
S8C3	S8C172115
S8C3	S8C225359
S8C3	S8C14511
S8C3	S8C23275
S8C3	S8C12943
S8C3	S8C107081
S8C3	S8C187566
S8C3	S8C12200
S8C3	S8C185135
S8C3	S8C215074
S8C3	S8C83442
S8C3	S8C214184
S8C3	S8C64944
S8C3	S8C102726
S8C3	S8C3538
S8C3	S8C80247
S8C3	S8C185389
S8C3	S8C133541
S8C3	S8C188196
S8C3	S8C34212
S8C3	S8C223443
S8C3	S8C132300
S8C3	S8C118826
S8C3	S8C21886
S8C3	S8C222225
S8C3	S8C15118
S8C3	S8C175954
S8C3	S8C5931
S8C3	S8C146743
S8C3	S8C83378
S8C3	S8C219794
S8C3	S8C129980
S8C3	S8C21274
S8C3	S8C114939
S8C3	S8C106235
S8C3	S8C218194
S8C3	S8C126259
S8C3	S8C189843
S8C3	S8C79874
S8C3	S8C104598
S8C3	S8C197168
S8C3	S8C16842
S8C3	S8C30534
S8C3	S8C36125
S8C3	S8C90716
S8C3	S8C200591
S8C3	S8C209368
S8C3	S8C171255
S8C3	S8C129490
S8C3	S8C150923
S8C3	S8C222010
S8C3	S8C60794
S8C3	S8C197488
S8C3	S8C65072
S8C3	S8C199139
S8C3	S8C81930
S8C3	S8C204882
S8C3	S8C184115
S8C3	S8C151775
S8C3	S8C138143
S8C3	S8C158838
S8C3	S8C153393
S8C3	S8C22914
S8C3	S8C72397
S8C3	S8C166113
S8C3	S8C27796
S8C3	S8C148526
S8C3	S8C21010
S8C3	S8C180644
S8C3	S8C104646
S8C3	S8C212252
S8C3	S8C186015
S8C3	S8C21717
S8C3	S8C218699
S8C3	S8C151002
S8C3	S8C209303
S8C3	S8C21530
S8C3	S8C90163
S8C3	S8C107152
S8C3	S8C55266
S8C3	S8C2432
S8C3	S8C88086
S8C3	S8C76339
S8C3	S8C182099
S8C3	S8C169316
S8C3	S8C130839
S8C3	S8C31424
S8C3	S8C148613
S8C3	S8C94625
S8C3	S8C174089
S8C3	S8C114806
S8C3	S8C206706
S8C3	S8C64177
S8C3	S8C140598
S8C3	S8C204952
S8C3	S8C39458
S8C3	S8C126229
S8C3	S8C101260
S8C3	S8C39988
S8C3	S8C17775
S8C3	S8C152657
S8C3	S8C179756
S8C3	S8C171758
S8C3	S8C151702
S8C3	S8C116077
S8C3	S8C143596
S8C3	S8C108114
S8C3	S8C37625
S8C3	S8C16778
S8C3	S8C40138
S8C3	S8C202150
S8C3	S8C8516
S8C3	S8C199960
S8C3	S8C144345
S8C3	S8C23915
S8C3	S8C43246
S8C3	S8C155128
S8C3	S8C123111
S8C3	S8C195680
S8C3	S8C18118
S8C3	S8C169419
S8C3	S8C65126
S8C3	S8C130014
S8C3	S8C60547
S8C3	S8C130831
S8C3	S8C212206
S8C3	S8C77034
S8C3	S8C34280
S8C3	S8C180036
S8C3	S8C134348
S8C3	S8C143288
S8C3	S8C206690
S8C3	S8C56601
S8C3	S8C205249
S8C3	S8C2718
S8C3	S8C130617
S8C3	S8C127324
S8C3	S8C24877
S8C3	S8C209992
S8C3	S8C136667
S8C3	S8C80337
S8C3	S8C44884
S8C3	S8C222849
S8C3	S8C208043
S8C3	S8C35411
S8C3	S8C213828
S8C3	S8C102581
S8C3	S8C44128
S8C3	S8C105292
S8C3	S8C123235
S8C3	S8C103151
S8C3	S8C50157
S8C3	S8C185036
S8C3	S8C180293
S8C3	S8C141747
S8C3	S8C168586
S8C3	S8C73597
S8C3	S8C6974
S8C3	S8C30284
S8C3	S8C196362
S8C3	S8C146646
S8C3	S8C167943
S8C3	S8C87807
S8C3	S8C125019
S8C3	S8C55531
S8C3	S8C114604
S8C3	S8C177378
S8C3	S8C168257
S8C3	S8C137184
S8C3	S8C210975
S8C3	S8C61127
S8C3	S8C194592
S8C3	S8C75939
S8C3	S8C8944
S8C3	S8C79905
S8C3	S8C200029
S8C3	S8C143172
S8C3	S8C96481
S8C3	S8C71235
S8C3	S8C129568
S8C3	S8C149915
S8C3	S8C135251
S8C3	S8C144004
S8C3	S8C149646
S8C3	S8C73215
S8C3	S8C57127
S8C3	S8C86785
S8C3	S8C113320
S8C3	S8C94502
S8C3	S8C148116
S8C3	S8C109036
S8C3	S8C172938
S8C3	S8C168684
S8C3	S8C205403
S8C3	S8C182452
S8C3	S8C171275
S8C3	S8C107889
S8C3	S8C201206
S8C3	S8C23134
S8C3	S8C12131
S8C3	S8C87711
S8C3	S8C224969
S8C3	S8C222952
S8C3	S8C219916
S8C3	S8C201196
S8C3	S8C50413
S8C3	S8C133570
S8C3	S8C113766
S8C3	S8C157196
S8C3	S8C86941
S8C3	S8C1958
S8C3	S8C174903
S8C3	S8C59702
S8C3	S8C126626
S8C3	S8C167920
S8C3	S8C170002
S8C3	S8C205607
S8C3	S8C138090
S8C3	S8C165011
S8C3	S8C56013
S8C3	S8C45670
S8C3	S8C190064
S8C3	S8C38613
S8C3	S8C8287
S8C3	S8C227166
S8C3	S8C163292
S8C3	S8C95291
S8C3	S8C30098
S8C3	S8C148504
S8C3	S8C191750
S8C3	S8C89824
S8C3	S8C93459
S8C3	S8C91746
S8C3	S8C12365
S8C3	S8C184922
S8C3	S8C220477
S8C3	S8C205637
S8C3	S8C37627
S8C3	S8C153729
S8C3	S8C224118
S8C3	S8C10717
S8C3	S8C182538
S8C3	S8C52373
S8C3	S8C190991
S8C3	S8C46683
S8C3	S8C80995
S8C3	S8C116336
S8C3	S8C118216
S8C3	S8C30648
S8C3	S8C186402
S8C3	S8C78874
S8C3	S8C57715
S8C3	S8C96187
S8C3	S8C108754
S8C3	S8C47029
S8C3	S8C157877
S8C3	S8C30993
S8C3	S8C180882
S8C3	S8C226651
S8C3	S8C129573
S8C3	S8C49364
S8C3	S8C214413
S8C3	S8C213645
S8C3	S8C9354
S8C3	S8C146768
S8C3	S8C63137
S8C3	S8C78375
S8C3	S8C25060
S8C3	S8C54768
S8C3	S8C10941
S8C3	S8C218558
S8C3	S8C112203
S8C3	S8C148435
S8C3	S8C6241
S8C3	S8C70277
S8C3	S8C208903
S8C3	S8C88338
S8C3	S8C39519
S8C3	S8C170124
S8C3	S8C221794
S8C3	S8C39665
S8C3	S8C113518
S8C3	S8C71512
S8C3	S8C62810
S8C3	S8C152816
S8C3	S8C22733
S8C3	S8C103131
S8C3	S8C211228
S8C3	S8C39395
S8C3	S8C8703
S8C3	S8C62806
S8C3	S8C80641
S8C3	S8C207423
S8C3	S8C125148
S8C3	S8C78698
S8C3	S8C34623
S8C3	S8C137603
S8C3	S8C193221
S8C3	S8C166417
S8C3	S8C112448
S8C3	S8C181249
S8C3	S8C120424
S8C3	S8C167157
S8C3	S8C158552
S8C3	S8C175876
S8C3	S8C201361
S8C3	S8C15646
S8C3	S8C120767
S8C3	S8C193858
S8C3	S8C12172
S8C3	S8C86125
S8C3	S8C167053
S8C3	S8C131293
S8C3	S8C68192
S8C3	S8C18174
S8C3	S8C144804
S8C3	S8C43069
S8C3	S8C139202
S8C3	S8C27161
S8C3	S8C78691
S8C3	S8C161118
S8C3	S8C96047
S8C3	S8C193706
S8C3	S8C35844
S8C3	S8C75871
S8C3	S8C111874
S8C3	S8C164747
S8C3	S8C128368
S8C3	S8C202064
S8C3	S8C56324
S8C3	S8C168024
S8C3	S8C213919
S8C3	S8C198157
S8C3	S8C100899
S8C3	S8C135127
S8C3	S8C216579
S8C3	S8C207967
S8C3	S8C70608
S8C3	S8C105720
S8C3	S8C107870
S8C3	S8C93923
S8C3	S8C99795
S8C3	S8C6731
S8C3	S8C77018
S8C3	S8C199195
S8C3	S8C126436
S8C3	S8C26682
S8C3	S8C144276
S8C3	S8C193518
S8C3	S8C39327
S8C3	S8C52136
S8C3	S8C61486
S8C3	S8C211779
S8C3	S8C113438
S8C3	S8C17666
S8C3	S8C46635
S8C3	S8C145024
S8C3	S8C106703
S8C3	S8C226002
S8C3	S8C79779
S8C3	S8C7408
S8C3	S8C33945
S8C3	S8C217174
S8C3	S8C33955
S8C3	S8C80687
S8C3	S8C19548
S8C3	S8C88428
S8C3	S8C60837
S8C3	S8C137342
S8C3	S8C162313
S8C3	S8C48805
S8C3	S8C192933
S8C3	S8C209950
S8C3	S8C146946
S8C3	S8C211793
S8C3	S8C136905
S8C3	S8C109893
S8C3	S8C47666
S8C3	S8C154903
S8C3	S8C97767
S8C3	S8C206443
S8C3	S8C217732
S8C3	S8C218899
