S15C1	S15C134661
S8C10	S8C139576
S8C10	S8C192963
S8C10	S8C101113
S8C10	S8C61180
S8C10	S8C142352
S8C10	S8C5548
S8C10	S8C180050
S8C10	S8C130018
S8C10	S8C169442
S8C10	S8C26570
S8C10	S8C191120
S8C10	S8C73813
S8C10	S8C140132
S8C10	S8C39496
S8C10	S8C10176
S8C10	S8C33387
S8C10	S8C195814
S8C10	S8C126751
S8C10	S8C227210
S8C10	S8C38054
S8C10	S8C132142
S8C10	S8C180541
S8C10	S8C102649
S8C10	S8C79688
S8C10	S8C163188
S8C10	S8C43095
S8C10	S8C160063
S8C10	S8C69670
S8C10	S8C68786
S8C10	S8C2773
S8C10	S8C135356
S8C10	S8C55093
S8C10	S8C191749
S8C10	S8C12778
S8C10	S8C177686
S8C10	S8C5086
S8C10	S8C151219
S8C10	S8C202611
S8C10	S8C173603
S8C10	S8C199698
S8C10	S8C211357
S8C10	S8C33182
S8C10	S8C107035
S8C10	S8C218619
S8C10	S8C91675
S8C10	S8C106123
S8C10	S8C85228
S8C10	S8C19141
S8C10	S8C142885
S8C10	S8C9798
S8C10	S8C155940
S8C10	S8C98150
S8C10	S8C205063
S8C10	S8C151640
S8C10	S8C177155
S8C10	S8C32533
S8C10	S8C38135
S8C10	S8C106331
S8C10	S8C149886
S8C10	S8C163910
S8C10	S8C1804
S8C10	S8C203695
S8C10	S8C145763
S8C10	S8C118300
S8C10	S8C208342
S8C10	S8C82186
S8C10	S8C205789
S8C10	S8C169439
S8C10	S8C88098
S8C10	S8C221081
S8C10	S8C75779
S8C10	S8C42707
S8C10	S8C108029
S8C10	S8C36860
S8C10	S8C206644
S8C10	S8C35084
S8C10	S8C39755
S8C10	S8C116352
S8C10	S8C59255
S8C10	S8C37463
S8C10	S8C204229
S8C10	S8C182468
S8C10	S8C133166
S8C10	S8C142965
S8C10	S8C70477
S8C10	S8C201081
S8C10	S8C129555
S8C10	S8C25147
S8C10	S8C110723
S8C10	S8C97091
S8C10	S8C46459
S8C10	S8C185410
S8C10	S8C137906
S8C10	S8C91351
S8C10	S8C40343
S8C10	S8C24390
S8C10	S8C178860
S8C10	S8C60222
S8C10	S8C30033
S8C10	S8C13539
S8C10	S8C39333
S8C10	S8C2480
S8C10	S8C203309
S8C10	S8C102142
S8C10	S8C55782
S8C10	S8C12102
S8C10	S8C145195
S8C10	S8C147893
S8C10	S8C16752
S8C10	S8C122224
S8C10	S8C171204
S8C10	S8C52682
S8C10	S8C100492
S8C10	S8C22284
S8C10	S8C29083
S8C10	S8C62818
S8C10	S8C49728
S8C10	S8C126018
S8C10	S8C116727
S8C10	S8C163664
S8C10	S8C66475
S8C10	S8C177515
S8C10	S8C139805
S8C10	S8C210249
S8C10	S8C144318
S8C10	S8C217444
S8C10	S8C33338
S8C10	S8C23332
S8C10	S8C195343
S8C10	S8C211659
S8C10	S8C145946
S8C10	S8C196256
S8C10	S8C195101
S8C10	S8C53565
S8C10	S8C136376
S8C10	S8C170784
S8C10	S8C171821
S8C10	S8C10249
S8C10	S8C193583
S8C10	S8C75007
S8C10	S8C129704
S8C10	S8C33918
S8C10	S8C134418
S8C10	S8C194457
S8C10	S8C6088
S8C10	S8C74214
S8C10	S8C105911
S8C10	S8C35879
S8C10	S8C103125
S8C10	S8C55589
S8C10	S8C35048
S8C10	S8C102469
S8C10	S8C95333
S8C10	S8C6490
S8C10	S8C101345
S8C10	S8C159247
S8C10	S8C82634
S8C10	S8C203848
S8C10	S8C96339
S8C10	S8C112485
S8C10	S8C54901
S8C10	S8C184511
S8C10	S8C111549
S8C10	S8C28545
S8C10	S8C174721
S8C10	S8C87087
S8C10	S8C162944
S8C10	S8C4787
S8C10	S8C121937
S8C10	S8C15219
S8C10	S8C64789
S8C10	S8C72809
S8C10	S8C73279
S8C10	S8C215777
S8C10	S8C26099
S8C10	S8C120652
S8C10	S8C80420
S8C10	S8C181461
S8C10	S8C50244
S8C10	S8C86493
S8C10	S8C222919
S8C10	S8C119603
S8C10	S8C208933
S8C10	S8C181701
S8C10	S8C124626
S8C10	S8C9577
S8C10	S8C121157
S8C10	S8C61173
S8C10	S8C177360
S8C10	S8C215203
S8C10	S8C27912
S8C10	S8C144889
S8C10	S8C49665
S8C10	S8C167769
S8C10	S8C24458
S8C10	S8C136322
S8C10	S8C119934
S8C10	S8C217512
S8C10	S8C128864
S8C10	S8C155466
S8C10	S8C79103
S8C10	S8C141350
S8C10	S8C188992
S8C10	S8C214083
S8C10	S8C194035
S8C10	S8C33645
S8C10	S8C191466
S8C10	S8C110950
S8C10	S8C205892
S8C10	S8C224011
S8C10	S8C16318
S8C10	S8C115634
S8C10	S8C169532
S8C10	S8C54904
S8C10	S8C11602
S8C10	S8C191070
S8C10	S8C68749
S8C10	S8C227175
S8C10	S8C55572
S8C10	S8C147471
S8C10	S8C12806
S8C10	S8C48055
S8C10	S8C195089
S8C10	S8C110523
S8C10	S8C51963
S8C10	S8C197132
S8C10	S8C175330
S8C10	S8C47985
S8C10	S8C29562
S8C10	S8C190583
S8C10	S8C172524
S8C10	S8C169880
S8C10	S8C13216
S8C10	S8C10436
S8C10	S8C46453
S8C10	S8C51587
S8C10	S8C65607
S8C10	S8C149442
S8C10	S8C224538
S8C10	S8C44658
S8C10	S8C166893
S8C10	S8C175249
S8C10	S8C186264
S8C10	S8C112174
S8C10	S8C109198
S8C10	S8C5300
S8C10	S8C78944
S8C10	S8C35313
S8C10	S8C180512
S8C10	S8C45586
S8C10	S8C33910
S8C10	S8C159164
S8C10	S8C81147
S8C10	S8C1255
S8C10	S8C28445
S8C10	S8C54837
S8C10	S8C161432
S8C10	S8C26617
S8C10	S8C225858
S8C10	S8C106254
S8C10	S8C39905
S8C10	S8C113258
S8C10	S8C189799
S8C10	S8C113048
S8C10	S8C101426
S8C10	S8C195027
S8C10	S8C33212
S8C10	S8C214916
S8C10	S8C160084
S14C10	S14C25020
S14C10	S14C147156
S14C10	S14C68382
S14C10	S14C2354
S14C10	S14C143893
S14C10	S14C82896
S14C10	S14C55771
S14C10	S14C102598
S14C10	S14C135167
S14C10	S14C28725
S14C10	S14C42925
S14C10	S14C54561
S14C10	S14C124666
S14C10	S14C108109
S14C10	S14C111410
S14C10	S14C111618
S14C10	S14C123894
S14C10	S14C115013
S14C10	S14C151917
S14C10	S14C147002
S14C10	S14C21789
S14C10	S14C36470
S14C10	S14C122884
S14C10	S14C173162
S14C10	S14C109088
S14C10	S14C14781
S14C10	S14C39019
S14C10	S14C51469
S14C10	S14C105502
S14C10	S14C1396
S14C10	S14C72057
S14C10	S14C175163
S14C10	S14C160266
S14C10	S14C115850
S14C10	S14C9591
S14C10	S14C84736
S14C10	S14C110509
S14C10	S14C44196
S14C10	S14C720
S14C10	S14C79572
S14C10	S14C18801
S14C10	S14C173083
S14C10	S14C153590
S14C10	S14C58687
S14C10	S14C8656
S14C10	S14C42194
S14C10	S14C29360
S14C10	S14C12948
S14C10	S14C162872
S14C10	S14C23899
S14C10	S14C124138
S14C10	S14C57920
S14C10	S14C5983
S14C10	S14C14133
S14C10	S14C85380
S14C10	S14C101282
S14C10	S14C137792
S14C10	S14C72983
S14C10	S14C34596
S14C10	S14C15379
S14C10	S14C157494
S14C10	S14C128158
S14C10	S14C91455
S14C10	S14C131102
S14C10	S14C166194
S14C10	S14C98039
S14C10	S14C151432
S14C10	S14C164303
S14C10	S14C134929
S14C10	S14C108853
S14C10	S14C91211
S14C10	S14C1629
S14C10	S14C83435
S14C10	S14C91650
S14C10	S14C178268
S14C10	S14C70494
S14C10	S14C154199
S14C10	S14C40156
S14C10	S14C66247
S14C10	S14C60660
S14C10	S14C176132
S14C10	S14C53285
S14C10	S14C66701
S14C10	S14C146997
S14C10	S14C151508
S14C10	S14C177562
S14C10	S14C8135
S14C10	S14C47349
S14C10	S14C10897
S14C10	S14C39291
S14C10	S14C33257
S14C10	S14C76358
S14C10	S14C78986
S14C10	S14C149618
S14C10	S14C20940
S14C10	S14C58040
S14C10	S14C136963
S14C10	S14C17254
S14C10	S14C126918
S14C10	S14C51562
S14C10	S14C60496
S14C10	S14C36442
S14C10	S14C148917
S14C10	S14C103042
S14C10	S14C102186
S14C10	S14C40676
S14C10	S14C137656
S14C10	S14C66154
S14C10	S14C60460
S14C10	S14C138311
S14C10	S14C92892
S14C10	S14C151495
S14C10	S14C168694
S14C10	S14C38752
S14C10	S14C171772
S14C10	S14C115529
S14C10	S14C135297
S14C10	S14C7667
S14C10	S14C51644
S14C10	S14C125577
S14C10	S14C52301
S14C10	S14C145291
S14C10	S14C121396
S14C10	S14C44085
S14C10	S14C139268
S14C10	S14C92176
S14C10	S14C135131
S14C10	S14C139739
S14C10	S14C110718
S14C10	S14C85643
S14C10	S14C37056
S14C10	S14C63276
S14C10	S14C160963
S14C10	S14C148718
S14C10	S14C177738
S14C10	S14C83121
S14C10	S14C32014
S14C10	S14C71581
S14C10	S14C141739
S14C10	S14C117927
S14C10	S14C79977
S14C10	S14C85806
S14C10	S14C28076
S14C10	S14C26218
S14C10	S14C48640
S14C10	S14C49818
S14C10	S14C63509
S14C10	S14C46465
S14C10	S14C12974
S14C10	S14C171257
S14C10	S14C140924
S14C10	S14C129693
S14C10	S14C67537
S14C10	S14C17492
S14C10	S14C147246
S14C10	S14C56058
S14C10	S14C56825
S14C10	S14C59486
S14C10	S14C66963
S14C10	S14C5794
S14C10	S14C144435
S14C10	S14C24148
S14C10	S14C101792
S14C10	S14C69857
S14C10	S14C13488
S14C10	S14C173601
S14C10	S14C126075
S14C10	S14C151932
S14C10	S14C128055
S14C10	S14C164028
S14C10	S14C113011
S14C10	S14C86342
S14C10	S14C30372
S14C10	S14C18712
S14C10	S14C82223
S14C10	S14C85762
S14C10	S14C67143
